product_test_dtl_id,test_parameter_name,test_code,standard_value_type,standard_value_from,standard_value_to
152676,FLASH POINT,EUCALYPTUS-OIL-(NILGIRI-KA-TEL)-IP-14847,alphanumeric,52.0°, 56.0°
152679,OPTICAL ROTATION,EUCALYPTUS-OIL-(NILGIRI-KA-TEL)-IP-14847,alphanumeric,+2.0°, +10.0°
153640,DIAMETER,FEBUXOSTAT-TABLET-(THEON)-GENERAL-14941,na,NULL,8.20 MM ±0.2 MM
153641,THICKNESS,FEBUXOSTAT-TABLET-(THEON)-GENERAL-14941,na,NULL,3.70 MM ±0.3 MM
153643,<p>UNIFORMITY OF WEIGHT</p>,FEBUXOSTAT-TABLET-(THEON)-GENERAL-14941,na,NULL,± 7.5% OF AVERAGE WEIGHT
153677,BREADTH,FEDROX-TABLET-(KWALITY)-USP-14946,na,NULL,9.05 MM ±2%
153678,HEIGHT,FEDROX-TABLET-(KWALITY)-USP-14946,na,NULL,6.20 MM ±2%
153676,LENGTH,FEDROX-TABLET-(KWALITY)-USP-14946,na,NULL,19.08 MM ±2%
153686,MICROBIAL TEST (TVC),FEDROX-TABLET-(KWALITY)-USP-14946,na,NULL,NMT 10³ CFU/GM
153722,<p>AVERAGE WEIGHT</p>,FENBENDAZOLE-BOLUS-(VET.)-(KWALITY)-GENERAL-14951,na,NULL,5.0 GM ± 5%
153725,MICROBIOLOGICAL TESTS,FENBENDAZOLE-BOLUS-(VET.)-(KWALITY)-GENERAL-14951,alphanumeric,NMT,NMT-10³ CFU/GM
153751,CONGEALING TEMPERATURE,FENNEL-OIL-USP-14955,alphanumeric,NLT,3.0°
153749,HEAVY METALS,FENNEL-OIL-USP-14955,alphanumeric,NMT,40 µg/g
153752,OPTICAL ROTATION,FENNEL-OIL-USP-14955,alphanumeric,+12.0°, +24.0°
43538,Active Ingredient (Fenpropathrin Content) (% by mass),FENPROPATHRIN-30%-EC-(IS:-15162-2002)-NABL-4652,na,NULL,30°±5% of the nominal value
43541,<p>Flash Point (Abel)</p>,FENPROPATHRIN-30%-EC-(IS:-15162-2002)-NABL-4652,na,NULL,Above 24.5°C
153862,LIMIT OF ARSENIC,FERIC-OXIDE-RED-(ARISTO)-USP-14966,alphanumeric,NMT,3.0 µg/g
153863,LIMIT OF MERCURY,FERIC-OXIDE-RED-(ARISTO)-USP-14966,alphanumeric,NMT,3.0 µg/g
153869,LIMIT OF ARSENIC,FERIC-OXIDE-RED-30E172-(COL.-IRON-OXIDE-YELLOW)-USP-14967,alphanumeric,NMT,3.0 µg/g
153870,LIMIT OF MERCURY,FERIC-OXIDE-RED-30E172-(COL.-IRON-OXIDE-YELLOW)-USP-14967,alphanumeric,NMT,3.0 µg/g
153912,LIMIT OF ARSENIC,FERRIC-OXIDE-(SICOVIT-YELLOW-10E172)-USP-14973,alphanumeric,NMT,3.0 µg/g
153910,MERCURY,FERRIC-OXIDE-(SICOVIT-YELLOW-10E172)-USP-14973,alphanumeric,NMT,3.0 µg/g
154082,<p>AVERAGE WEIGHT</p>,FERROUS-SULPHATE-TABLET-[KWALITY]-IP-14989,na,NULL,420 MG (LIMIT ± 5%)
154080,DIAMETER,FERROUS-SULPHATE-TABLET-[KWALITY]-IP-14989,na,NULL,9.30 MM ±5%
154086,HARDNESS,FERROUS-SULPHATE-TABLET-[KWALITY]-IP-14989,na,NULL,NLT 4.0 KG/CM²
154087,MICROBIAL TEST (TVC),FERROUS-SULPHATE-TABLET-[KWALITY]-IP-14989,na,NULL,NMT 10³ CFU/GM
154081,THICKNESS,FERROUS-SULPHATE-TABLET-[KWALITY]-IP-14989,na,NULL,4.90 MM ±5%
154109,DIAMETER,FEXOFENADINE-HCL.-TABLET-(THEON)-IP-14992,na,NULL,9.60 MM ±0.2 MM
154110,THICKNESS,FEXOFENADINE-HCL.-TABLET-(THEON)-IP-14992,na,NULL,4.30 MM ±0.3 MM
154343,HARDNESS,"FLORICOT-TABLET-(SAMARTH,-BADDI)-IP-15013",na,NULL,NLT 3.0 KG/CM²
154339,<p>UNIFORMITY OF WEIGHT VARIATION</p>,"FLORICOT-TABLET-(SAMARTH,-BADDI)-IP-15013",na,NULL,±7.5% OF AVG. WT.
154612,OPTICAL ROTATION,FLUOXETINE-HYDROCHLORIDE-IP-15039,alphanumeric,-0.05°, + 0.05°
154766,<p>SPECIFIC OPTICAL ROTATION</p>,FLUTICASONE-PROPIONATE-BP-15056,alphanumeric,+32.0°, +36.0°
154802,MELTING RANGE OR TEMPRATURE,FLUVOXAMINE-MALEATE-USP-15060,alphanumeric,121° , 123°
154861,<p>SPECIFIC OPTICAL ROTATION</p>,FOLIC-ACID-BP-15066,alphanumeric,+19.8°, +22.0°
154844,<p>SPECIFIC OPTICAL ROTATION</p>,FOLIC-ACID-IP-15065,alphanumeric,+18°, +22°
63141,Total Dye content (% by mass) (on dry basis),FOOD-COLOUR-NABL-5882,na,NULL,±7.5% of the nominal value
154999,OPTICAL ROTATION,FORMOTEROL-FUMARATE-DIHYDRATE-IP-15081,alphanumeric,-0.10°, +0.10°
155008,AVERAGE WEIGHT OF 10 CONTAINERS,FORTIFIED-PROCAINE-PENICILLIN-INJECTION-(KWALITY)-IP-15082,na,NULL,3.60GM ± 10%
155241,HARDNESS IN KG/CM²,FRUSEMIDE-TABLET-(LA-CHEMICO)-IP-15102,alphanumeric,NLT,3.0 KG/CM²
155243,<p>UNIFORMITY OF WEIGHT</p>,FRUSEMIDE-TABLET-(LA-CHEMICO)-IP-15102,na,NULL,[± 7.5% OF AV. WT.]
155345,<p>AVERAGE WEIGHT</p>,FUROMAX-C-625-TABLET-(THEON)-GENERAL-15114,na,NULL,1090 MG ± 5%
155341,LENGTH,FUROMAX-C-625-TABLET-(THEON)-GENERAL-15114,na,NULL,21.20 MM ±0.2 MM
155343,THICKNESS,FUROMAX-C-625-TABLET-(THEON)-GENERAL-15114,na,NULL,6.40 MM ±0.3 MM
155342,WIDTH,FUROMAX-C-625-TABLET-(THEON)-GENERAL-15114,na,NULL,10.20 MM ±0.2 MM
155601,LENGTH,GABAPENTIN-&-MECOBALAMIN-TABLET-(THEON)-GENERAL-15141,na,NULL,17.10 MM ±0.2 MM
155603,THICKNESS,GABAPENTIN-&-MECOBALAMIN-TABLET-(THEON)-GENERAL-15141,na,NULL,5.20 MM ±0.3 MM
155602,WIDTH,GABAPENTIN-&-MECOBALAMIN-TABLET-(THEON)-GENERAL-15141,na,NULL,7.10 MM ±0.2 MM
155709,MASS GM/M?,GAUGE-CLOTH-(MEDICAL)-20M-X-100CM²[1045][ESL]-GENERAL-15151,na,NULL,30 ± 5
155852,<p>SPECIFIC OPTICAL ROTATION</p>,GEMCITABINE-HYDROCHLORIDE-IP-15161,alphanumeric,+43.0°, +50.0°
155997,GENTAMICIN SULPHATE,GENTAMICIN-SULPHATE-IP-15173,alphanumeric,NLT,590 µg/mg (ON DRIED BASIS)
155989,<p>SPECIFIC OPTICAL ROTATION</p>,GENTAMICIN-SULPHATE-IP-15173,alphanumeric,+107°, +121°
58390,Ethyl alcohol content(% by volume 20?/20°under 65? to 87.5? Proof),GIN-(IS:4100-2005)-NABL-5544,na,NULL,37 ± 3 % by volume of the declared strength
156233,<p>IDENTIFICATION A</p>,GLIBENCLAMIDE-BP-15199,alphanumeric,169°, 179°
156494,3-THICKNESS ?,GLOVES-SURGICAL-DISPOSABLE-6--INCH-[5570][ESL]-GENERAL-15222,na,NULL,0.24 MM ±0.0°MM
156510,3-THICKNESS ?,GLOVES-SURGICAL-DISPOSABLE-7---1/2-INCH-[893][ESL]-GENERAL-15223,na,NULL,0.24 MM ±0.0°MM
156526,3-THICKNESS ?,GLOVES-SURGICAL-DISPOSABLE-8-INCH-[10369][ESL]-GENERAL-15224,na,NULL,0.24 MM ±0.0°MM
156542,THICKNESS,GLOVES-SURGICAL-EXAMINATION-LATEX-LARGE-SIZE-[5303][ESL]-GENERAL-15225,na,NULL,0.24 MM ±0.0°MM
156558,THICKNESS,"GLOVES,-SURGICAL-EXAMINATION-LATEX-MEDIUIM-[5302][ESL]-GENERAL-15226",na,NULL,0.24 MM ±0.0°MM
156574,3-THICKNESS ?,"GLOVES,-SURGICAL,-DISPOSABLE-6.5-INCH-[891][ESL]-GENERAL-15227",na,NULL,0.24 MM ±0.0°MM
156590,3-THICKNESS ?,"GLOVES,-SURGICAL,-DISPOSABLE-7-INCH-[892][ESL]-GENERAL-15228",na,NULL,0.24 MM ±0.0°MM
156611,OPTICAL ROTATION,GLUCOSAMINE-HYDROCHLORIDE-USP-15229,alphanumeric,+70.0°, +73.0°
156634,<p>SPECIFIC OPTICAL ROTATION</p>,GLUCOSAMINE-SULPHATE-POTASSIUM-CHLORIDE-(COSMAS)-USP-15231,alphanumeric,47, +53.0°
156622,<p>SPECIFIC OPTICAL ROTATION</p>,GLUCOSAMINE-SULPHATE-POTASSIUM-CHLORIDE-USP-15230,alphanumeric,47, +53.0°
156654,<p>SPECIFIC OPTICAL ROTATION</p>,GLUCOSAMINE-SULPHATE-SODIUM-CHLORIDE-USP-15233,alphanumeric,47, +53.0°
156698,<p>SPECIFIC OPTICAL ROTATION</p>,GLUCOSE-D-[2221][U]-IP-15237,alphanumeric,52.5, +53.3°
156935,<p>IDENTIFICATION A</p>,GLYCEROL-DIBEHENATE-(COMPRITOL-888-ATO)STERLLIERSTER-DBHG-BP-15257,alphanumeric,65°C , 77°C
61779,<p>Flash Point (Abel)</p>,GLYPHOSATE-41%-SL-FSSAI-5755,na,NULL,Above 24.5°C
157220,HARDNESS,GRIPCIL-TABLET-(BIODEAL)-GENERAL-15287,alphanumeric,NMT,3.0 KG/CM²
157339,<p>IDENTIFICATION C</p>,GUAIPHENESIN-(ILT)-IP-15298,alphanumeric,79°C , 83°C
157317,<p>IDENTIFICATION C</p>,GUAIPHENESIN-IP-15297,alphanumeric,79°C , 83°C
157418,MELTING POINT,GWHITE-VCE-GENERAL-15305,alphanumeric,112°C , 115°C
157611,HARDNESS IN KG/CM²,HALOPERIDOL-TABLET-[LA-CHEMICO]-IP-15326,alphanumeric,NLT,2.0 KG/CM²
157612,<p>UNIFORMITY OF WEIGHT</p>,HALOPERIDOL-TABLET-[LA-CHEMICO]-IP-15326,na,NULL,[± 7.5% OF AV. WT.]
157621,DISTILLATION RANGE,HALOTHANE-FOR-INHALATION-[315][S]-BP-15327,alphanumeric,BETWEEN 49.0°, 51.0°C
157640,MASS GM/M?,HANDLOOM-COTTON-BANDAGE-CLOTH-BLEACHED-NON-STERILISED-(ODISHA-GOVT.)-GENERAL-15330,na,NULL,(57±5 GM/M²)
157659,MASS GM/M?,"HANDLOOM-COTTON-GAUZE,-BLEACHED-ABSORBENT-(IS:758/88-SPF.)-(ODISHA-GOVT.)-GENERAL-15331",na,NULL,30±5 GM/M²
157674,MASS GM/M?,"HANDLOOM-COTTON-GAUZE,-BLEACHED-ABSORBENT,-NON-STERILISED-(ODISHA-GOVT.)-GENERAL-15332",na,NULL,30±5 GM/M²
157704,CONGEALING RANGE,HARD-PARAFFINE-IP-15337,alphanumeric,50°, 60°
61880,<p>Flash Point (Abel)</p>,HEXACONAZOLE-5%-EC-FSSAI-5768,na,NULL,24.5°C
63999,Flash Point (Abel) [Cl.3.2.3],HEXACONAZOLI-5%-EC-(BIS)-NABL-5954,na,NULL,24.5°C
158173,SELENIUM,HYDROCHLOROTHIAZIDE-(RESIDUE)-GENERAL-15388,alphanumeric,NLT,60°
158212,<p>SPECIFIC OPTICAL ROTATION</p>,HYDROCORTISONE-ACETATE-IP-15391,alphanumeric,+158°, +167°
158363,<p>IDENTIFICATION A</p>,HYDROGENATED-CASTOR-OIL-BP-15404,alphanumeric,83°C , 88°C
158401,MELTING RANGE,HYDROGENETED-CASTROL-OIL-IP-15407,alphanumeric,85.0°, 88.0°
158416,MELTING RANGE,HYDROQUINONE-USP-15408,alphanumeric,172° , 174°
158487,LEAD,HYDROXY-ETHYL-CELLULOSE-(NATROSAL-250-HR)-GENERAL-15417,alphanumeric,NMT,10 µg/g
158493,HEAVY METALS,HYDROXY-ETHYL-CELLULOSE-(SENTISS)-GENERAL-15418,alphanumeric,NMT, 20 µg/g
158620,<p>SPECIFIC OPTICAL ROTATION</p>,HYDROXYPROGESTERONE-CAPROATE-IP-15429,alphanumeric,+44°, +49°
158628,MELTING RANGE,HYDROXYPROGESTERONE-CAPROATE-USP-15430,alphanumeric,120°, 124°
158629,SPECIFIC ROTATION,HYDROXYPROGESTERONE-CAPROATE-USP-15430,alphanumeric,+58°, +64°
158668,<p>SPECIFIC OPTICAL ROTATION</p>,HYDROXYPROGESTERONE-HEXANOATE-IP-15434,alphanumeric,+44.0°, +49.0°
158780,HARDNESS,HYDROXYZINE-TABLET-(KWALITY)-IP-15446,alphanumeric,NLT,4.5 KG/CM²
158787,MICROBIAL LIMIT (TVC),HYDROXYZINE-TABLET-(KWALITY)-IP-15446,alphanumeric,NMT,10°CFU/GM
158795,<p>SPECIFIC OPTICAL ROTATION</p>,HYOSCINE-BUTYLBROMIDE-IP-15447,alphanumeric,-18°, -20°
158915,IDENTIFICATION E (FLOCCULATION TEMPERATURE),HYPROMELLOSE-(HPMC)-CPS-15-(PHARMACOAT-615)-USP-15458,alphanumeric,NLT,50.0°
159315,OPTICAL ROTATION,IBUPROFEN-(MACLEODS)-BP-15501,alphanumeric,-0.05°, +0.05°
159278,OPTICAL ROTATION,IBUPROFEN-IP-15499,alphanumeric,+0.05°, -0.05°
159381,HARDNESS IN KG/CM²,IBUPROFEN-TABLET-(LA-CHEMICO)-IP-15507,na,NULL,NLT 4.0 KG/CM²
159382,<p>UNIFORMITY OF WEIGHT</p>,IBUPROFEN-TABLET-(LA-CHEMICO)-IP-15507,na,NULL,[±5% OF AV. WT.]
58183,<p>Agaric Acid (ppm)</p>,ICE-TEA-PREMIX-NABL-5531,na,NULL,MAX. 10µg/Kg
58184,<p>Hydrocyanic Acid (ppm)</p>,ICE-TEA-PREMIX-NABL-5531,na,NULL,MAX. 5.0 µg/Kg
58153,<p>Hypericine (ppm)</p>,ICE-TEA-PREMIX-NABL-5531,na,NULL,MAX. 1.0 µg/Kg
58154,<p>Saffrole (ppm)</p>,ICE-TEA-PREMIX-NABL-5531,na,NULL,MAX. 10.0 µg/Kg
62608,<p>Flash Point (Abel)</p>,IMIDACLOPRID-17.8-%-SL(IS:15335-2003)-FSSAI-5838,na,NULL,Above 24.5°C
62609,Imidacloprid content (% by mass),IMIDACLOPRID-17.8-%-SL(IS:15335-2003)-FSSAI-5838,na,NULL,17.8% ±5% of the nominal value
57225,Imidacloprid content (% by mass) [Cl:3.3.1],IMIDACLOPRID-30.5%-SC-(IS:16131-2015)-FSSAI-5449,na,NULL,30.5 ±5% of the nominal value
159675,HEAVY METALS,INDIAN-294-(POLACRILLIN-POTASSIUM)-USP-15535,alphanumeric,NMT, 20 µg/g
159719,<p>UNIFORMITY OF WEIGHT</p>,INDU-CU-CO-GENERAL-15540,na,NULL,(± 5%)
159774,CONDUCTIVITY,INOSITOL-USP-15547,alphanumeric,NMT,20 µS /CM
159770,<p>IDENTIFICATION B</p>,INOSITOL-USP-15547,alphanumeric,224°, 227°
164680,OPTICAL ROTATION,L-LYSINE-HYDROCHLORIDE-USP-16007,alphanumeric,+20.4°, +21.4°
164720,OPTICAL ROTATION,L-METHIONINE-(NAXPAR)-USP-16011,alphanumeric,+22.4°, 24.7°
164707,OPTICAL ROTATION,L-METHIONINE-USP-16010,alphanumeric,+22.4°, 24.7°
165126,HEAVY METALS,L-TRYPTOPHAN-(NAXPAR)-USP-16052,alphanumeric,NMT,10 µg/g
165132,OPTICAL ROTATION,L-TRYPTOPHAN-(NAXPAR)-USP-16052,alphanumeric,-30.0°, -38.0°
165110,HEAVY METALS,L-TRYPTOPHAN-USP-16051,alphanumeric,NMT,10 µg/g
165116,OPTICAL ROTATION,L-TRYPTOPHAN-USP-16051,alphanumeric,-30.0°, -38.0°
165149,<p>SPECIFIC OPTICAL ROTATION</p>,L-TYROSINE-USP-16053,alphanumeric,-9.8°, -11.2°
165247,OPTICAL ROTATION,L-VALINE-(NAXPAR)-USP-16063,alphanumeric,+26.6°, +28.8°
165271,OPTICAL ROTATION,L-VALUE-USP-16064,alphanumeric,+26.6°, +28.8°
162032,<p>SPECIFIC OPTICAL ROTATION</p>,L+TARTRIC-ACID-GENERAL-15752,alphanumeric,+12.0°, +13.0°
162648,DIAMETER,LABETALOL-TABLET-(KWALITY)-IP-15819,na,NULL,8.0°MM ±2%
162657,HARDNESS,LABETALOL-TABLET-(KWALITY)-IP-15819,alphanumeric,NLT,8.0 KG/CM²
162661,MICROBIAL TEST (TVC),LABETALOL-TABLET-(KWALITY)-IP-15819,na,NULL,NMT 10°CFU/GM
162649,THICKNESS,LABETALOL-TABLET-(KWALITY)-IP-15819,na,NULL,3.80 MM ±2%
162796,<p>SPECIFIC OPTICAL ROTATION</p>,LACTOSE-MONOHYDRATE-(MACLEODS)-USP-15830,alphanumeric,+54.5°, +55.9°
162770,<p>SPECIFIC OPTICAL ROTATION</p>,LACTOSE-MONOHYDRATE-IP-15828,alphanumeric,+54.4°, +55.9°
162783,HEAVY METALS,LACTOSE-MONOHYDRATE-USP-15829,alphanumeric,NMT,5.0 µg/g
162785,OPTICAL ROTATION,LACTOSE-MONOHYDRATE-USP-15829,alphanumeric,+54.4°, +55.9°
63683,Lambda Cyhalothrin content (% by mass),LAMBDA-CYHALOTHRIN-10%-WP-FSSAI-5917,na,NULL,±10°of the nominal value (10°gm/Kg)
39613,Lambda Cyhalothrin content (% by mass) [Cl:3.3 (i)],LAMBDA-CYHALOTHRIN-WP-(IS:14510-1997)-NABL-4412,na,NULL,10 ±5% of the nominal value
162905,<p>SPECIFIC OPTICAL ROTATION</p>,LAMIVUDINE-USP-15844,alphanumeric,-98.0°, -92.5?
163021,DIAMETER,LANSOPRAZOLE-TABLETS-GENERAL-15852,na,NULL,13.10mm±3%
163022,HARDNESS,LANSOPRAZOLE-TABLETS-GENERAL-15852,alphanumeric,NLT,2.0 KG/CM²
163019,THICKNESS,LANSOPRAZOLE-TABLETS-GENERAL-15852,na,NULL,4.80 mm±3%
163245,OPTICAL ROTATION,LEMON-OIL-(LOVINCARE)-BP-15873,alphanumeric,+57°, +70?
163223,OPTICAL ROTATION,LEMON-OIL-BP-15872,alphanumeric,++57.0°, +70.0?
163367,MICROBIOLOGICAL TESTS,LEVAMISOLE-&-OXYCLOZANIDE-BOLUS-(VET.)-(KWALITY)-GENERAL-15886,alphanumeric,NMT,10°CFU/GM
163386,<p>IDENTIFICATION C</p>,LEVAMISOLE-HYDROCHLORIDE-IP-15889,alphanumeric,-121° , -128°
163387,IDENTIFICATION D,LEVAMISOLE-HYDROCHLORIDE-IP-15889,alphanumeric,58? , 61°
163392,<p>SPECIFIC OPTICAL ROTATION</p>,LEVAMISOLE-HYDROCHLORIDE-IP-15889,alphanumeric,-121° , -128°
163521,OPTICAL ROTATION,LEVOCARNITINE-USP-15901,alphanumeric,-29.0°, -32.0°
163534,<p>SPECIFIC OPTICAL ROTATION</p>,LEVOCETIRIZINE-DIHYDROCHLORIDE-IP-15903,alphanumeric,+10°, +14°
163648,OPTICAL ROTATION,LEVOFLOXACIN-HEMIHYDRATE-(MACLEODS)-USP-15913,alphanumeric,-92? , -106°
163625,OPTICAL ROTATION,LEVOFLOXACIN-HEMIHYDRATE-USP-15911,alphanumeric,-92? , -106°
163689,BREADTH,LEVOFLOXACIN-TABLET-(KWALITY)-USP-15916,na,NULL,8.12 MM ±3%
163699,HARDNESS,LEVOFLOXACIN-TABLET-(KWALITY)-USP-15916,na,NULL,NLT 2.0 KG/CM²
163690,HEIGHT,LEVOFLOXACIN-TABLET-(KWALITY)-USP-15916,na,NULL,5.67 MM ±3%
163688,LENGTH,LEVOFLOXACIN-TABLET-(KWALITY)-USP-15916,na,NULL,16.43 MM ±3%
163715,<p>IDENTIFICATION C</p>,LEVONORGESTREL-IP-15918,alphanumeric,NMT,237°
163716,<p>SPECIFIC OPTICAL ROTATION</p>,LEVONORGESTREL-IP-15918,alphanumeric,-30.0°, -35.0°
163757,<p>SPECIFIC OPTICAL ROTATION</p>,LEVOSALBUTAMOL-SULPHATE-(RAVENBHEL-HEALTHCARE)-IP-15922,alphanumeric,-30°, -40°
163741,<p>SPECIFIC OPTICAL ROTATION</p>,LEVOSALBUTAMOL-SULPHATE-IP-15921,alphanumeric,-30°,-40?
163787,HARDNESS,LEVOSULPIRIDE-SUSTAINED-RELEASE-TABLETS-(BIODEAL)-GENERAL-15925,alphanumeric,NLT,2.0 KG/CM²
163802,OPTICAL ROTATION,LEVOTHYROXINE-SODIUM-USP-15926,alphanumeric,-5.0°, -6.0?
163920,ARSENIC,LICORICE-EXTRACT-40%-(CA)-GENERAL-15935,alphanumeric,NLT,1.0 PPM (µg/mg)
163921,CADMIUM,LICORICE-EXTRACT-40%-(CA)-GENERAL-15935,alphanumeric,NLT,1.0 PPM (µg/mg)
163919,LEAD,LICORICE-EXTRACT-40%-(CA)-GENERAL-15935,alphanumeric,NLT,3.0 PPM (µg/mg)
163922,MERCURY,LICORICE-EXTRACT-40%-(CA)-GENERAL-15935,alphanumeric,NLT,0.1 PPM (µg/mg)
163918,TOTAL HEAVY METALS (PB),LICORICE-EXTRACT-40%-(CA)-GENERAL-15935,alphanumeric,NLT,20 PPM (µg/mg)
163950,MELTING RANGE,LIDOCAINE-USP-15937,alphanumeric,74°C , 79°C
164172,AVERAGE WEIGHT OF 5 CONTAINERS,LIGNOCAINE-HYDROCHLORIDE-GEL-(KWALITY)-IP-15960,na,NULL,30.0 GM ± 9%
164241,<p>SPECIFIC OPTICAL ROTATION</p>,LINCOMYCIN-HYDROCHLOEIDE-IP-15966,alphanumeric,+135°, +150°
164309,<p>SPECIFIC OPTICAL ROTATION</p>,LINEZOLID-IP-15973,alphanumeric,-9.0°, -140°
164425,HEAVY METALS,LIQUID-GLUCOSE-USP-15983,alphanumeric,NMT,10 µg/mg
164568,HARDNESS IN KG/CM²,LITHIUM-CARBONATE-TABLET-[LA-CHEMICO]-IP-15998,alphanumeric,NLT,5.0 KG/CM²
164570,<p>UNIFORMITY OF WEIGHT</p>,LITHIUM-CARBONATE-TABLET-[LA-CHEMICO]-IP-15998,na,NULL,[± 5% OF AV. WT.]
61604,"Enterobacteriacae, cfu/ml",LOHSAV-NABL-5736,na,NULL,Max. 10
61605,"Total Fungal count,cfu/ml",LOHSAV-NABL-5736,na,NULL,Max. 10?
164916,HARDNESS,LORAZEPAM-TABLET-(KWALITY)-BP-16030,alphanumeric,NLT,4.5 KG/CM²
164917,MICROBIAL LIMITS (TVC),LORAZEPAM-TABLET-(KWALITY)-BP-16030,alphanumeric,NMT,10°CFU/GM
164926,HARDNESS IN KG/CM²,LORAZEPAM-TABLET-(LA-CHEMICO)-IP-16031,alphanumeric,NLT,3.0 KG/CM²
165004,DIAMETER,LOSARTAN-POTASSIUM-&-HYDROCHLOROTHIAZIDE-TABLET-(THEON)-GENERAL-16039,na,NULL,8.10 MM ±0.2 MM
165005,THICKNESS,LOSARTAN-POTASSIUM-&-HYDROCHLOROTHIAZIDE-TABLET-(THEON)-GENERAL-16039,na,NULL,3.80 MM ±0.3 MM
39882,pH (5% aqueous solution) ,LOW-SODIUM-SALT-NABL-4425,na,NULL,7 ±0.5
39874,Potassium Chloride (mg),LOW-SODIUM-SALT-NABL-4425,na,NULL,14.5 ±0.5
39875,<p>Sodium chloride (% by mass)</p>,LOW-SODIUM-SALT-NABL-4425,na,NULL,84.5 ±0.5
165189,MELTING RANGE,LUMEFANTRINE-GENERAL-16056,alphanumeric,125°, 131°
166578,ARSENIC,MAGNESIUM-ALUMINIUM-META-SILICATE-USP-16181,alphanumeric,NMT,3.0 µg/g
166584,HEAVY METALS,MAGNESIUM-ALUMINIUM-META-SILICATE-USP-16181,alphanumeric,NMT,30 µg/g
166636,HEAVY METALS,MAGNESIUM-HYDROXIDE-USP-16186,alphanumeric,NMT,20 µ/g
166757,<p>IDENTIFICATION A</p>,MAGNESIUM-STEARATE-(HETERO)-IP-16191,alphanumeric,NLT,53°
166736,<p>SPECIFIC OPTICAL ROTATION</p>,MAGNESIUM-STEARATE-(HETERO)-USP-16190,alphanumeric,-0.05°, -0.15°
166777,<p>SPECIFIC OPTICAL ROTATION</p>,MAGNESIUM-STEARATE-(KABI)-USP-16192,alphanumeric,-0.05°, -0.15°
166794,<p>IDENTIFICATION A</p>,MAGNESIUM-STEARATE-(USP/IP/BP)-BP-16194,na,NULL,MIN. 53°C
166702,<p>IDENTIFICATION A</p>,MAGNESIUM-STEARATE-BP-16189,alphanumeric,NMT,53°C
166664,FREEZING POINT,MAGNESIUM-STEARATE-IP-16187,alphanumeric,NLT,53.0°
166958,<p>SPECIFIC OPTICAL ROTATION</p>,MALIC-ACID-(HETERO)-IP-16208,alphanumeric,-0.10°, +0.10°
166943,<p>SPECIFIC OPTICAL ROTATION</p>,MALIC-ACID-IP-16207,alphanumeric,-0.10°, +0.10°
167195,<p>SPECIFIC OPTICAL ROTATION</p>,MANNITOL-(HETERO)-IP-16226,alphanumeric,+23.0°, +25.0?
167221,CONGEALING RANGE,MANNITOL-(PEARLITOL-SD200)-IP-16228,alphanumeric,27°, 28°
167220,<p>SPECIFIC OPTICAL ROTATION</p>,MANNITOL-(PEARLITOL-SD200)-IP-16228,alphanumeric,+23°, +25°
167242,<p>IDENTIFICATION A</p>,MANNITOL-INJECTION-(ODISHA-GOVT.)-IP-16230,alphanumeric,165°, 170°
167254,IDENTIFICATION A BY MELTING POINT OF THE RESIDUE,MANNITOL-INTRAVENOUS-INFUSION-(JAMMU-GOVT.)-BP-16231,na,NULL,ABOUT 167°
167139,IDENTIFICATION (D MELTING POINT),MANNITOL-IP-16223,alphanumeric,165°, 170°
167142,<p>SPECIFIC OPTICAL ROTATION</p>,MANNITOL-IP-16223,alphanumeric,+23.0°, +25.0°
167271,CONDDUCTIVITY,MANNITOL-PH.-EUR.-GENERAL-16232,alphanumeric,NMT,20 µS
167180,CONDUCTIVITY,MANNITOL-USP-16225,alphanumeric,NMT,20 µs/CM
167179,MELTING RANGE OR TEMPRATURE,MANNITOL-USP-16225,alphanumeric,165°, 170°
167173,<p>NICKEL</p>,MANNITOL-USP-16225,alphanumeric,NMT,1.0 µg/gM
167658,<p>SPECIFIC OPTICAL ROTATION</p>,MEDROXYPROGESTERONE-ACETATE-BP-16260,alphanumeric,+47.0°, +53.0°
167673,<p>SPECIFIC OPTICAL ROTATION</p>,MEDROXYPROGESTERONE-ACETATE-IP-16261,alphanumeric,+45? , +51°
167766,HARDNESS,MEFENAMIC-ACID-TABLET-BP-(500-MG)-(KWALITY)-BP-16270,alphanumeric,NLT,8.0 KG/CM²
167841,<p>SPECIFIC OPTICAL ROTATION</p>,MEGLUMINE-BP-16277,alphanumeric,-16°, -17°
167822,<p>SPECIFIC OPTICAL ROTATION</p>,MEGLUMINE-USP-16275,alphanumeric,-15.5°, -17.5°
168016,CONGEALING TERMPERATURE,MENTHOL-(IDEAL/IP/USP/BP)-USP-16292,alphanumeric,27°, 28°
168015,MELTING RANGE,MENTHOL-(IDEAL/IP/USP/BP)-USP-16292,alphanumeric,41.0°, 44.0°
168017,SPECIFIC ROTATION,MENTHOL-(IDEAL/IP/USP/BP)-USP-16292,alphanumeric,-45° , -51°
167993,CONGEALING RANGE,MENTHOL-IP-16290,alphanumeric,27°, 28°
167992,<p>SPECIFIC OPTICAL ROTATION</p>,MENTHOL-IP-16290,alphanumeric,-49.0°, -51.0°
168008,1-L-MENTHOL,MENTHOL-USP-16291,alphanumeric,-45° , -51°
168009,2-DL-MENTHOL,MENTHOL-USP-16291,alphanumeric,-2? , +2°
